trial,mass,velocity
B,-2776.214286,-1066.52381
B,-2776.657143,-1066.695238
A,-2777.1,-1066.866667
B,-2777.542857,-1067.038095
A,-2777.985714,-1067.209524
A,-2778.428571,-1067.380952
B,-2778.871429,-1067.552381
B,-2779.314286,-1067.72381
A,-2779.757143,-1067.895238
B,-2780.2,-1068.066667
A,-2780.642857,-1068.238095
A,-2781.085714,-1068.409524
B,-2781.528571,-1068.580952
B,-2781.971429,-1068.752381
A,-2782.414286,-1068.92381
B,-2782.857143,-1069.095238
A,-2783.3,-1069.266667
A,-2783.742857,-1069.438095
B,-2784.185714,-1069.609524
B,-2784.628571,-1069.780952
A,-2785.071429,-1069.952381
B,-2785.514286,-1070.12381
A,-2785.957143,-1070.295238
A,-2786.4,-1070.466667
A,-2786.842857,-1070.638095
B,-2787.285714,-1070.809524
B,-2787.728571,-1070.980952
A,-2788.171429,-1071.152381
B,-2788.614286,-1071.32381
A,-2789.057143,-1071.495238
A,-2789.5,-1071.666667
B,-2789.942857,-1071.838095
B,-2790.385714,-1072.009524
A,-2790.828571,-1072.180952
B,-2791.271429,-1072.352381
A,-2791.714286,-1072.52381
A,-2792.157143,-1072.695238
B,-2792.6,-1072.866667
B,-2793.042857,-1073.038095
A,-2793.485714,-1073.209524
B,-2793.928571,-1073.380952
A,-2794.371429,-1073.552381
A,-2794.814286,-1073.72381
B,-2795.257143,-1073.895238
B,-2795.7,-1074.066667
A,-2796.142857,-1074.238095
B,-2796.585714,-1074.409524
A,-2797.028571,-1074.580952
A,-2797.471429,-1074.752381
A,-2797.914286,-1074.92381
B,-2798.357143,-1075.095238
B,-2798.8,-1075.266667
A,-2799.242857,-1075.438095
B,-2799.685714,-1075.609524
A,-2800.128571,-1075.780952
A,-2800.571429,-1075.952381
B,-2801.014286,-1076.12381
B,-2801.457143,-1076.295238
A,-2801.9,-1076.466667
B,-2802.342857,-1076.638095
A,-2802.785714,-1076.809524
A,-2803.228571,-1076.980952
B,-2803.671429,-1077.152381
B,-2804.114286,-1077.32381
A,-2804.557143,-1077.495238
B,-2805,-1077.666667
A,-2805.442857,-1077.838095
A,-2805.885714,-1078.009524
B,-2806.328571,-1078.180952
B,-2806.771429,-1078.352381
A,-2807.214286,-1078.52381
B,-2807.657143,-1078.695238
A,-2808.1,-1078.866667
A,-2808.542857,-1079.038095
A,-2808.985714,-1079.209524
B,-2809.428571,-1079.380952
B,-2809.871429,-1079.552381
A,-2810.314286,-1079.72381
B,-2810.757143,-1079.895238
A,-2811.2,-1080.066667
A,-2811.642857,-1080.238095
B,-2812.085714,-1080.409524
B,-2812.528571,-1080.580952
A,-2812.971429,-1080.752381
B,-2813.414286,-1080.92381
A,-2813.857143,-1081.095238
A,-2814.3,-1081.266667
B,-2814.742857,-1081.438095
B,-2815.185714,-1081.609524
A,-2815.628571,-1081.780952
B,-2816.071429,-1081.952381
A,-2816.514286,-1082.12381
A,-2816.957143,-1082.295238
B,-2817.4,-1082.466667
B,-2817.842857,-1082.638095
A,-2818.285714,-1082.809524
B,-2818.728571,-1082.980952
A,-2819.171429,-1083.152381
A,-2819.614286,-1083.32381
A,-2820.057143,-1083.495238
B,-2820.5,-1083.666667
B,-2820.942857,-1083.838095
A,-2821.385714,-1084.009524
B,-2821.828571,-1084.180952
A,-2822.271429,-1084.352381
A,-2822.714286,-1084.52381
B,-2823.157143,-1084.695238
B,-2823.6,-1084.866667
A,-2824.042857,-1085.038095
B,-2824.485714,-1085.209524
A,-2824.928571,-1085.380952
A,-2825.371429,-1085.552381
B,-2825.814286,-1085.72381
B,-2826.257143,-1085.895238
A,-2826.7,-1086.066667
B,-2827.142857,-1086.238095
A,-2827.585714,-1086.409524
A,-2828.028571,-1086.580952
B,-2828.471429,-1086.752381
B,-2828.914286,-1086.92381
A,-2829.357143,-1087.095238
B,-2829.8,-1087.266667
A,-2830.242857,-1087.438095
A,-2830.685714,-1087.609524
A,-2831.128571,-1087.780952
B,-2831.571429,-1087.952381
B,-2832.014286,-1088.12381
A,-2832.457143,-1088.295238
B,-2832.9,-1088.466667
A,-2833.342857,-1088.638095
A,-2833.785714,-1088.809524
B,-2834.228571,-1088.980952
B,-2834.671429,-1089.152381
A,-2835.114286,-1089.32381
B,-2835.557143,-1089.495238
A,-2836,-1089.666667
A,-2836.442857,-1089.838095
B,-2836.885714,-1090.009524
B,-2837.328571,-1090.180952
A,-2837.771429,-1090.352381
B,-2838.214286,-1090.52381
A,-2838.657143,-1090.695238
A,-2839.1,-1090.866667
B,-2839.542857,-1091.038095
B,-2839.985714,-1091.209524
A,-2840.428571,-1091.380952
B,-2840.871429,-1091.552381
A,-2841.314286,-1091.72381
A,-2841.757143,-1091.895238
A,-2842.2,-1092.066667
B,-2842.642857,-1092.238095
B,-2843.085714,-1092.409524
A,-2843.528571,-1092.580952
B,-2843.971429,-1092.752381
A,-2844.414286,-1092.92381
A,-2844.857143,-1093.095238
B,-2845.3,-1093.266667
B,-2845.742857,-1093.438095
A,-2846.185714,-1093.609524
B,-2846.628571,-1093.780952
A,-2847.071429,-1093.952381
A,-2847.514286,-1094.12381
B,-2847.957143,-1094.295238
B,-2848.4,-1094.466667
A,-2848.842857,-1094.638095
B,-2849.285714,-1094.809524
A,-2849.728571,-1094.980952
A,-2850.171429,-1095.152381
B,-2850.614286,-1095.32381
B,-2851.057143,-1095.495238
A,-2851.5,-1095.666667
B,-2851.942857,-1095.838095
A,-2852.385714,-1096.009524
A,-2852.828571,-1096.180952
A,-2853.271429,-1096.352381
B,-2853.714286,-1096.52381
B,-2854.157143,-1096.695238
A,-2854.6,-1096.866667
B,-2855.042857,-1097.038095
A,-2855.485714,-1097.209524
A,-2855.928571,-1097.380952
B,-2856.371429,-1097.552381
B,-2856.814286,-1097.72381
A,-2857.257143,-1097.895238
B,-2857.7,-1098.066667
A,-2858.142857,-1098.238095
A,-2858.585714,-1098.409524
B,-2859.028571,-1098.580952
B,-2859.471429,-1098.752381
A,-2859.914286,-1098.92381
B,-2860.357143,-1099.095238
A,-2860.8,-1099.266667
A,-2861.242857,-1099.438095
B,-2861.685714,-1099.609524
B,-2862.128571,-1099.780952
A,-2862.571429,-1099.952381
B,-2863.014286,-1100.12381
A,-2863.457143,-1100.295238
A,-2863.9,-1100.466667
A,-2864.342857,-1100.638095
B,-2864.785714,-1100.809524
B,-2865.228571,-1100.980952
A,-2865.671429,-1101.152381
B,-2866.114286,-1101.32381
A,-2866.557143,-1101.495238
A,-2867,-1101.666667
B,-2867.442857,-1101.838095
B,-2867.885714,-1102.009524
A,-2868.328571,-1102.180952
B,-2868.771429,-1102.352381
A,-2869.214286,-1102.52381
A,-2869.657143,-1102.695238
B,-2870.1,-1102.866667
B,-2870.542857,-1103.038095
A,-2870.985714,-1103.209524
B,-2871.428571,-1103.380952
A,-2871.871429,-1103.552381
A,-2872.314286,-1103.72381
B,-2872.757143,-1103.895238
B,-2873.2,-1104.066667
A,-2873.642857,-1104.238095
B,-2874.085714,-1104.409524
A,-2874.528571,-1104.580952
A,-2874.971429,-1104.752381
A,-2875.414286,-1104.92381
B,-2875.857143,-1105.095238
B,-2876.3,-1105.266667
A,-2876.742857,-1105.438095
B,-2877.185714,-1105.609524
A,-2877.628571,-1105.780952
A,-2878.071429,-1105.952381
B,-2878.514286,-1106.12381
B,-2878.957143,-1106.295238
A,-2879.4,-1106.466667
B,-2879.842857,-1106.638095
A,-2880.285714,-1106.809524
A,-2880.728571,-1106.980952
B,-2881.171429,-1107.152381
B,-2881.614286,-1107.32381
A,-2882.057143,-1107.495238
B,-2882.5,-1107.666667
A,-2882.942857,-1107.838095
A,-2883.385714,-1108.009524
B,-2883.828571,-1108.180952
B,-2884.271429,-1108.352381
A,-2884.714286,-1108.52381
B,-2885.157143,-1108.695238
A,-2885.6,-1108.866667
A,-2886.042857,-1109.038095
A,-2886.485714,-1109.209524
B,-2886.928571,-1109.380952
B,-2887.371429,-1109.552381
A,-2887.814286,-1109.72381
B,-2888.257143,-1109.895238
A,-2888.7,-1110.066667
A,-2889.142857,-1110.238095
B,-2889.585714,-1110.409524
B,-2890.028571,-1110.580952
A,-2890.471429,-1110.752381
B,-2890.914286,-1110.92381
A,-2891.357143,-1111.095238
A,-2891.8,-1111.266667
B,-2892.242857,-1111.438095
B,-2892.685714,-1111.609524
A,-2893.128571,-1111.780952
B,-2893.571429,-1111.952381
A,-2894.014286,-1112.12381
A,-2894.457143,-1112.295238
B,-2894.9,-1112.466667
B,-2895.342857,-1112.638095
A,-2895.785714,-1112.809524
B,-2896.228571,-1112.980952
A,-2896.671429,-1113.152381
A,-2897.114286,-1113.32381
A,-2897.557143,-1113.495238
B,-2898,-1113.666667
B,-2898.442857,-1113.838095
A,-2898.885714,-1114.009524
B,-2899.328571,-1114.180952
A,-2899.771429,-1114.352381
A,-2900.214286,-1114.52381
B,-2900.657143,-1114.695238
B,-2901.1,-1114.866667
A,-2901.542857,-1115.038095
B,-2901.985714,-1115.209524
A,-2902.428571,-1115.380952
A,-2902.871429,-1115.552381
B,-2903.314286,-1115.72381
B,-2903.757143,-1115.895238
A,-2904.2,-1116.066667
B,-2904.642857,-1116.238095
A,-2905.085714,-1116.409524
A,-2905.528571,-1116.580952
B,-2905.971429,-1116.752381
B,-2906.414286,-1116.92381
A,-2906.857143,-1117.095238
B,-2907.3,-1117.266667
A,-2907.742857,-1117.438095
A,-2908.185714,-1117.609524
A,-2908.628571,-1117.780952
B,-2909.071429,-1117.952381
B,-2909.514286,-1118.12381
A,-2909.957143,-1118.295238
B,-2910.4,-1118.466667
A,-2910.842857,-1118.638095
A,-2911.285714,-1118.809524
B,-2911.728571,-1118.980952
B,-2912.171429,-1119.152381
A,-2912.614286,-1119.32381
B,-2913.057143,-1119.495238
A,-2913.5,-1119.666667
A,-2913.942857,-1119.838095
B,-2914.385714,-1120.009524
B,-2914.828571,-1120.180952
A,-2915.271429,-1120.352381
B,-2915.714286,-1120.52381
A,-2916.157143,-1120.695238
A,-2916.6,-1120.866667
B,-2917.042857,-1121.038095
B,-2917.485714,-1121.209524
A,-2917.928571,-1121.380952
B,-2918.371429,-1121.552381
A,-2918.814286,-1121.72381
A,-2919.257143,-1121.895238
A,-2919.7,-1122.066667
B,-2920.142857,-1122.238095
B,-2920.585714,-1122.409524
A,-2921.028571,-1122.580952
B,-2921.471429,-1122.752381
A,-2921.914286,-1122.92381
A,-2922.357143,-1123.095238
B,-2922.8,-1123.266667
B,-2923.242857,-1123.438095
A,-2923.685714,-1123.609524
B,-2924.128571,-1123.780952
A,-2924.571429,-1123.952381
A,-2925.014286,-1124.12381
B,-2925.457143,-1124.295238
B,-2925.9,-1124.466667
A,-2926.342857,-1124.638095
B,-2926.785714,-1124.809524
A,-2927.228571,-1124.980952
A,-2927.671429,-1125.152381
B,-2928.114286,-1125.32381
B,-2928.557143,-1125.495238
A,-2929,-1125.666667
B,-2929.442857,-1125.838095
A,-2929.885714,-1126.009524
A,-2930.328571,-1126.180952
A,-2930.771429,-1126.352381
B,-2931.214286,-1126.52381
B,-2931.657143,-1126.695238
A,-2932.1,-1126.866667
B,-2932.542857,-1127.038095
A,-2932.985714,-1127.209524
A,-2933.428571,-1127.380952
B,-2933.871429,-1127.552381
B,-2934.314286,-1127.72381
A,-2934.757143,-1127.895238
B,-2935.2,-1128.066667
A,-2935.642857,-1128.238095
A,-2936.085714,-1128.409524
B,-2936.528571,-1128.580952
B,-2936.971429,-1128.752381
A,-2937.414286,-1128.92381
B,-2937.857143,-1129.095238
A,-2938.3,-1129.266667
A,-2938.742857,-1129.438095
B,-2939.185714,-1129.609524
B,-2939.628571,-1129.780952
A,-2940.071429,-1129.952381
B,-2940.514286,-1130.12381
A,-2940.957143,-1130.295238
A,-2941.4,-1130.466667
A,-2941.842857,-1130.638095
B,-2942.285714,-1130.809524
B,-2942.728571,-1130.980952
A,-2943.171429,-1131.152381
B,-2943.614286,-1131.32381
A,-2944.057143,-1131.495238
A,-2944.5,-1131.666667
B,-2944.942857,-1131.838095
B,-2945.385714,-1132.009524
A,-2945.828571,-1132.180952
B,-2946.271429,-1132.352381
A,-2946.714286,-1132.52381
A,-2947.157143,-1132.695238
B,-2947.6,-1132.866667
B,-2948.042857,-1133.038095
A,-2948.485714,-1133.209524
B,-2948.928571,-1133.380952
A,-2949.371429,-1133.552381
A,-2949.814286,-1133.72381
B,-2950.257143,-1133.895238
B,-2950.7,-1134.066667
A,-2951.142857,-1134.238095
B,-2951.585714,-1134.409524
A,-2952.028571,-1134.580952
A,-2952.471429,-1134.752381
A,-2952.914286,-1134.92381
B,-2953.357143,-1135.095238
B,-2953.8,-1135.266667
A,-2954.242857,-1135.438095
B,-2954.685714,-1135.609524
A,-2955.128571,-1135.780952
A,-2955.571429,-1135.952381
B,-2956.014286,-1136.12381
B,-2956.457143,-1136.295238
A,-2956.9,-1136.466667
B,-2957.342857,-1136.638095
A,-2957.785714,-1136.809524
A,-2958.228571,-1136.980952
B,-2958.671429,-1137.152381
B,-2959.114286,-1137.32381
A,-2959.557143,-1137.495238
B,-2960,-1137.666667
A,-2960.442857,-1137.838095
A,-2960.885714,-1138.009524
B,-2961.328571,-1138.180952
B,-2961.771429,-1138.352381
A,-2962.214286,-1138.52381
B,-2962.657143,-1138.695238
A,-2963.1,-1138.866667
A,-2963.542857,-1139.038095
A,-2963.985714,-1139.209524
B,-2964.428571,-1139.380952
B,-2964.871429,-1139.552381
A,-2965.314286,-1139.72381
B,-2965.757143,-1139.895238
A,-2966.2,-1140.066667
A,-2966.642857,-1140.238095
B,-2967.085714,-1140.409524
B,-2967.528571,-1140.580952
A,-2967.971429,-1140.752381
B,-2968.414286,-1140.92381
A,-2968.857143,-1141.095238
A,-2969.3,-1141.266667
B,-2969.742857,-1141.438095
B,-2970.185714,-1141.609524
A,-2970.628571,-1141.780952
B,-2971.071429,-1141.952381
A,-2971.514286,-1142.12381
A,-2971.957143,-1142.295238
B,-2972.4,-1142.466667
B,-2972.842857,-1142.638095
A,-2973.285714,-1142.809524
B,-2973.728571,-1142.980952
A,-2974.171429,-1143.152381
A,-2974.614286,-1143.32381
A,-2975.057143,-1143.495238
B,-2975.5,-1143.666667
B,-2975.942857,-1143.838095
A,-2976.385714,-1144.009524
B,-2976.828571,-1144.180952
A,-2977.271429,-1144.352381
A,-2977.714286,-1144.52381
B,-2978.157143,-1144.695238
B,-2978.6,-1144.866667
A,-2979.042857,-1145.038095
B,-2979.485714,-1145.209524
A,-2979.928571,-1145.380952
A,-2980.371429,-1145.552381
B,-2980.814286,-1145.72381
B,-2981.257143,-1145.895238
A,-2981.7,-1146.066667
B,-2982.142857,-1146.238095
A,-2982.585714,-1146.409524
A,-2983.028571,-1146.580952
B,-2983.471429,-1146.752381
B,-2983.914286,-1146.92381
A,-2984.357143,-1147.095238
B,-2984.8,-1147.266667
A,-2985.242857,-1147.438095
A,-2985.685714,-1147.609524
A,-2986.128571,-1147.780952
B,-2986.571429,-1147.952381
B,-2987.014286,-1148.12381
A,-2987.457143,-1148.295238
B,-2987.9,-1148.466667
A,-2988.342857,-1148.638095
A,-2988.785714,-1148.809524
B,-2989.228571,-1148.980952
B,-2989.671429,-1149.152381
A,-2990.114286,-1149.32381
B,-2990.557143,-1149.495238
A,-2991,-1149.666667
A,-2991.442857,-1149.838095
B,-2991.885714,-1150.009524
B,-2992.328571,-1150.180952
A,-2992.771429,-1150.352381
B,-2993.214286,-1150.52381
A,-2993.657143,-1150.695238
A,-2994.1,-1150.866667
B,-2994.542857,-1151.038095
B,-2994.985714,-1151.209524
A,-2995.428571,-1151.380952
B,-2995.871429,-1151.552381
A,-2996.314286,-1151.72381
A,-2996.757143,-1151.895238
A,-2997.2,-1152.066667
B,-2997.642857,-1152.238095
B,-2998.085714,-1152.409524
A,-2998.528571,-1152.580952
B,-2998.971429,-1152.752381
A,-2999.414286,-1152.92381
A,-2999.857143,-1153.095238
B,-3000.3,-1153.266667
B,-3000.742857,-1153.438095
A,-3001.185714,-1153.609524
B,-3001.628571,-1153.780952
A,-3002.071429,-1153.952381
A,-3002.514286,-1154.12381
B,-3002.957143,-1154.295238
B,-3003.4,-1154.466667
A,-3003.842857,-1154.638095
B,-3004.285714,-1154.809524
A,-3004.728571,-1154.980952
A,-3005.171429,-1155.152381
B,-3005.614286,-1155.32381
B,-3006.057143,-1155.495238
A,-3006.5,-1155.666667
B,-3006.942857,-1155.838095
A,-3007.385714,-1156.009524
A,-3007.828571,-1156.180952
A,-3008.271429,-1156.352381
B,-3008.714286,-1156.52381
B,-3009.157143,-1156.695238
A,-3009.6,-1156.866667
B,-3010.042857,-1157.038095
A,-3010.485714,-1157.209524
A,-3010.928571,-1157.380952
B,-3011.371429,-1157.552381
B,-3011.814286,-1157.72381
A,-3012.257143,-1157.895238
B,-3012.7,-1158.066667
A,-3013.142857,-1158.238095
A,-3013.585714,-1158.409524
B,-3014.028571,-1158.580952
B,-3014.471429,-1158.752381
A,-3014.914286,-1158.92381
B,-3015.357143,-1159.095238
A,-3015.8,-1159.266667
A,-3016.242857,-1159.438095
B,-3016.685714,-1159.609524
B,-3017.128571,-1159.780952
A,-3017.571429,-1159.952381
B,-3018.014286,-1160.12381
A,-3018.457143,-1160.295238
A,-3018.9,-1160.466667
A,-3019.342857,-1160.638095
B,-3019.785714,-1160.809524
B,-3020.228571,-1160.980952
A,-3020.671429,-1161.152381
B,-3021.114286,-1161.32381
A,-3021.557143,-1161.495238
A,-3022,-1161.666667
B,-3022.442857,-1161.838095
B,-3022.885714,-1162.009524
A,-3023.328571,-1162.180952
B,-3023.771429,-1162.352381
A,-3024.214286,-1162.52381
A,-3024.657143,-1162.695238
B,-3025.1,-1162.866667
B,-3025.542857,-1163.038095
A,-3025.985714,-1163.209524
B,-3026.428571,-1163.380952
A,-3026.871429,-1163.552381
A,-3027.314286,-1163.72381
B,-3027.757143,-1163.895238
B,-3028.2,-1164.066667
A,-3028.642857,-1164.238095
B,-3029.085714,-1164.409524
A,-3029.528571,-1164.580952
A,-3029.971429,-1164.752381
A,-3030.414286,-1164.92381
B,-3030.857143,-1165.095238
B,-3031.3,-1165.266667
A,-3031.742857,-1165.438095
B,-3032.185714,-1165.609524
A,-3032.628571,-1165.780952
A,-3033.071429,-1165.952381
B,-3033.514286,-1166.12381
B,-3033.957143,-1166.295238
A,-3034.4,-1166.466667
B,-3034.842857,-1166.638095
A,-3035.285714,-1166.809524
A,-3035.728571,-1166.980952
B,-3036.171429,-1167.152381
B,-3036.614286,-1167.32381
A,-3037.057143,-1167.495238
B,-3037.5,-1167.666667
A,-3037.942857,-1167.838095
A,-3038.385714,-1168.009524
B,-3038.828571,-1168.180952
B,-3039.271429,-1168.352381
A,-3039.714286,-1168.52381
B,-3040.157143,-1168.695238
A,-3040.6,-1168.866667
A,-3041.042857,-1169.038095
A,-3041.485714,-1169.209524
B,-3041.928571,-1169.380952
B,-3042.371429,-1169.552381
A,-3042.814286,-1169.72381
B,-3043.257143,-1169.895238
A,-3043.7,-1170.066667
A,-3044.142857,-1170.238095
B,-3044.585714,-1170.409524
B,-3045.028571,-1170.580952
A,-3045.471429,-1170.752381
B,-3045.914286,-1170.92381
A,-3046.357143,-1171.095238
A,-3046.8,-1171.266667
B,-3047.242857,-1171.438095
B,-3047.685714,-1171.609524
A,-3048.128571,-1171.780952
B,-3048.571429,-1171.952381
A,-3049.014286,-1172.12381
A,-3049.457143,-1172.295238
B,-3049.9,-1172.466667
B,-3050.342857,-1172.638095
A,-3050.785714,-1172.809524
B,-3051.228571,-1172.980952
A,-3051.671429,-1173.152381
A,-3052.114286,-1173.32381
A,-3052.557143,-1173.495238
B,-3053,-1173.666667
B,-3053.442857,-1173.838095
A,-3053.885714,-1174.009524
B,-3054.328571,-1174.180952
A,-3054.771429,-1174.352381
A,-3055.214286,-1174.52381
B,-3055.657143,-1174.695238
B,-3056.1,-1174.866667
A,-3056.542857,-1175.038095
B,-3056.985714,-1175.209524
A,-3057.428571,-1175.380952
A,-3057.871429,-1175.552381
B,-3058.314286,-1175.72381
B,-3058.757143,-1175.895238
A,-3059.2,-1176.066667
B,-3059.642857,-1176.238095
A,-3060.085714,-1176.409524
A,-3060.528571,-1176.580952
B,-3060.971429,-1176.752381
B,-3061.414286,-1176.92381
A,-3061.857143,-1177.095238
B,-3062.3,-1177.266667
A,-3062.742857,-1177.438095
A,-3063.185714,-1177.609524
A,-3063.628571,-1177.780952
B,-3064.071429,-1177.952381
B,-3064.514286,-1178.12381
A,-3064.957143,-1178.295238
B,-3065.4,-1178.466667
A,-3065.842857,-1178.638095
A,-3066.285714,-1178.809524
B,-3066.728571,-1178.980952
B,-3067.171429,-1179.152381
A,-3067.614286,-1179.32381
B,-3068.057143,-1179.495238
A,-3068.5,-1179.666667
A,-3068.942857,-1179.838095
B,-3069.385714,-1180.009524
B,-3069.828571,-1180.180952
A,-3070.271429,-1180.352381
B,-3070.714286,-1180.52381
A,-3071.157143,-1180.695238
A,-3071.6,-1180.866667
B,-3072.042857,-1181.038095
B,-3072.485714,-1181.209524
A,-3072.928571,-1181.380952
B,-3073.371429,-1181.552381
A,-3073.814286,-1181.72381
A,-3074.257143,-1181.895238
A,-3074.7,-1182.066667
B,-3075.142857,-1182.238095
B,-3075.585714,-1182.409524
A,-3076.028571,-1182.580952
B,-3076.471429,-1182.752381
A,-3076.914286,-1182.92381
A,-3077.357143,-1183.095238
B,-3077.8,-1183.266667
B,-3078.242857,-1183.438095
A,-3078.685714,-1183.609524
B,-3079.128571,-1183.780952
A,-3079.571429,-1183.952381
A,-3080.014286,-1184.12381
B,-3080.457143,-1184.295238
B,-3080.9,-1184.466667
A,-3081.342857,-1184.638095
B,-3081.785714,-1184.809524
A,-3082.228571,-1184.980952
A,-3082.671429,-1185.152381
B,-3083.114286,-1185.32381
B,-3083.557143,-1185.495238
A,-3084,-1185.666667
B,-3084.442857,-1185.838095
A,-3084.885714,-1186.009524
A,-3085.328571,-1186.180952
A,-3085.771429,-1186.352381
B,-3086.214286,-1186.52381
B,-3086.657143,-1186.695238
A,-3087.1,-1186.866667
B,-3087.542857,-1187.038095
A,-3087.985714,-1187.209524
A,-3088.428571,-1187.380952
B,-3088.871429,-1187.552381
B,-3089.314286,-1187.72381
A,-3089.757143,-1187.895238
B,-3090.2,-1188.066667
A,-3090.642857,-1188.238095
A,-3091.085714,-1188.409524
B,-3091.528571,-1188.580952
